names,described as,image 1,image 2
"Astor Sofa, Sapphire","['american made sofa', 'choice of fabrics sofa', 'contemporary sofa', 'custom sofa', 'Hand Made Sofa', 'living room sofa', 'Made in Usa sofa']",https://st.hzcdn.com/fimgs/5d81e7700f5fdfeb_8342-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/df61a1d00f5fdfec_8342-w65-h65-b0-p0--.jpg
"Erin Contemporary Tufted Fabric 3-Seater Sofa, Beige, Natural Finish",[],https://st.hzcdn.com/fimgs/8881ea7d0f9076ff_3009-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/a6a1f0fa0f907701_2968-w65-h65-b0-p0--.jpg
Bowery Hill Leather Chesterfield Sofa In Grey,[],https://st.hzcdn.com/fimgs/4b21ae5a0d682445_4016-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/ba9167010d682435_4016-w65-h65-b0-p0--.jpg
"Serene Linen Down Filled Cloud Modular Sofa, Cream, 4-Seater","['cloud modular sofa', 'contemporary', 'elegant', 'furniture', 'modern', 'modular to create infinite configurations', 'overall height 35"" when back cushion fully upright', 'overstuffed down feather cushions for maximum comfort', 'soft cream durable linen fabric upholstery', 'upholstered', 'velvet']",https://st.hzcdn.com/fimgs/d16106bc0e853d3e_5733-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/7581e4770e853d4a_3065-w65-h65-b0-p0--.jpg
"Sutton Sofa, Mountain Gray","['american made sofa', 'Apartment size sofa', 'choice of fabrics sofa', 'custom sofa', 'Hand Made Sofa', 'living room furniture', 'Made in Usa sofa']",https://st.hzcdn.com/fimgs/06e11bad0f5fe40e_8973-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/2541c1b40f5fe40e_8973-w65-h65-b0-p0--.jpg
"Taylor Velvet Sofa, Light Blue","['bolstering pillows', 'contemporary', 'couch', 'couch pillow', 'foam', 'light blue', 'living room', 'modern', 'sofa', 'Tufted Buttons', 'upholstered', 'velvet']",https://st.hzcdn.com/fimgs/c7d178b10a62705b_2984-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/e871a79d0a62705f_2984-w65-h65-b0-p0--.jpg
"Dolce Velvet Bed, Green, Queen","['comfortable', 'contemporary', 'contemporary design', 'dolce', 'dolce green velvet queen bed', 'gold metal trim and legs', 'green', 'luxurious', 'luxurious green velvet', 'meridian furniture', 'modern', 'nice', 'queen bed', 'sturdy', 'velvet']",https://st.hzcdn.com/fimgs/d881a76f0dd80254_8760-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/5e312a9c0dd8025e_8760-w65-h65-b0-p0--.jpg
"Orson Sofa, Dark Gray","['100% Leather', 'Chic', 'dark gray', 'Full Leather', 'leather', 'living room', 'midcentury', 'modern', 'seating', 'sleek', 'slim', 'sofa', 'wooden']",https://st.hzcdn.com/fimgs/05614b010ad10dcc_3672-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/a071f95a0ab401b3_3672-w65-h65-b0-p0--.jpg
"Nailhead Trimmed Ivory Linen Fabric Platform Bed with Wooden Slats, Full","['bed', 'bed frame', 'bed frames', 'bedframe', 'Bedroom', 'bedroom furniture', 'classic', 'contemporary', 'frame', 'full', 'full size', 'furniture', 'king', 'king size', 'modern', 'queen', 'queen size']",https://st.hzcdn.com/fimgs/15e169a50c41156c_0581-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/3d31694c0c41156d_0581-w65-h65-b0-p0--.jpg
"CosmoLiving by Cosmopolitan Audrey Velvet Upholstered Bed, Black, Queen","['bed', 'glam', 'gold', 'velvet']",https://st.hzcdn.com/fimgs/9951da990e139cc6_6948-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/a1b1610a0e139cc7_1399-w65-h65-b0-p0--.jpg
"Ashton Linen Bed, Navy, Queen","['bed', 'Bedroom', 'contemporary', 'fabric', 'headboard', 'linen', 'modern', 'nailhead', 'neutral', 'queen', 'traditional', 'tufted', 'wood']",https://st.hzcdn.com/fimgs/81915f4207c88f7f_2962-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/bc813b3207c88d0c_2962-w65-h65-b1-p0--.jpg
"Lodi Queen Bed, Green",[],https://st.hzcdn.com/fimgs/c6f1bbef0ea0c5a5_4949-w65-h65-b0-p0--.jpg,https://st.hzcdn.com/fimgs/69712e960ea0c5b3_4949-w65-h65-b1-p0--.jpg
"Omax Decor Hugo Upholstered Platform Bed, Light Gray","['bedroom furniture', 'contemporary bed', 'cool bed', 'fabric', 'green bed', 'grey bed', 'guest room', 'Light grey bed', 'Mid century bed', 'modern bed', 'platform bed', 'queen bed', 'scandinavian bed', 'solid bed', 'upholsered bed', 'wheatgrass bed', 'wood bed']",https://st.hzcdn.com/fimgs/f92126de0a9442bb_5853-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/fa3143e20a8878c6_3096-w65-h65-b1-p0--.jpg
"Baxton Studio Mid-Century Masterpieces Sofa, Brown",['sofa/ modern/brown wood/ leather'],https://st.hzcdn.com/fimgs/4d11406105e89aac_5144-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/8911919205e89ab6_5144-w65-h65-b1-p0--.jpg
Briana Dining Table,"['Dining', 'dining set', 'dining table', 'kitchen', 'table']",https://st.hzcdn.com/fimgs/ae91a3ef07d31ba2_8009-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/a46146a907c44bf0_8009-w65-h65-b0-p0--.jpg
"Legend Dining Table Bases Only, Brushed Stainless Steel","['base', 'Dining', 'legend', 'table']",https://st.hzcdn.com/fimgs/6ce146eb0fc91c27_9209-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/d53167bb0fc91c28_2515-w65-h65-b1-p0--.jpg
Divani Casa Admiral Modern Classic Sand Fabric Sofa,"['100% linen', '2-Back Cushions', 'fabric', 'pine', 'sand', 'Slipcovered Frame', 'sofa']",https://st.hzcdn.com/fimgs/9731c6be0e2718b9_2256-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/7461a6060ecb9bc9_2256-w65-h65-b0-p0--.jpg
"Rimini Sofa, Green","['806810356609', '90""w x 37.5""d x 30.5""h', 'acrylic', 'chair', 'chaise', 'couch', 'furniture', 'glass', 'green', 'indoor', 'living room', 'loveseat', 'metal', 'rimini green velvet sofa', 'seating', 'set', 'sofa', 'SofaMania', 'steel', 'tov furniture', 'tov-l4114', 'transparent', 'upholstery', 'vb3098-11', 'velvet', 'wood']",https://st.hzcdn.com/fimgs/4f315fd00cf7029a_4311-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/bbb1420f0cf7029d_4311-w65-h65-b1-p0--.jpg
Sylvia Square End Table,"['400-500', 'bassett mirror', 'bassett mirror sylvia square end table', 'bassett-mirror', 'benjaminrugs & furniture', 'clear', 'end tables', 'glass', 'gray', 'living - family room', 'metal', 'silver', 'tables', 'traditional']",https://st.hzcdn.com/fimgs/4e81046f062e25da_5480-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/8c710b8c062e25db_5480-w65-h65-b1-p0--.jpg
"Banded Wine Barrel Side Table With Cross-Braces, Dark Walnut Finish","['banded', 'bar', 'barrel', 'bedroom furniture', 'cellar', 'coffee table', 'custom-made', 'dark stain', 'end table', 'farmhouse', 'living room furniture', 'modern farmhouse', 'pub table', 'round', 'round table', 'rustic', 'rustic table', 'rustic wood', 'short table', 'side table', 'small table', 'table', 'wine', 'wine barrel', 'Wine Cellar Products', 'wood round table']",https://st.hzcdn.com/fimgs/9061385504da40eb_9610-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/02a17e5304b02af1_9610-w65-h65-b0-p0--.jpg
"Tiburon Dining Table, Amber","['dining room', 'dining table', 'rustic table', 'tables']",https://st.hzcdn.com/fimgs/c0216ab209f3b51e_5603-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/84b14b9c09f3b51f_5603-w65-h65-b1-p0--.jpg
"Corsica Round Dining Table With 1-18"" Leaf","['acacia dining table', 'chunky dining table', 'dining table', 'distressed dining table', 'round dining table', 'rustic dining table', 'solid dining table', 'wood dining table', 'wooden dining table']",https://st.hzcdn.com/fimgs/352108360fea41b5_0493-w65-h65-b1-p0--.jpg,https://cf-images.us-east-1.prod.boltdns.net/v1/jit/4186268161001/bbfdf541-bfdf-48d6-a0db-cbde3a64a6da/main/300x300/29s245ms/match/image.jpg
"Yorkshire Farmhouse Table, 60""","['accent table', 'cottage table', 'dining table', 'farm table', 'farmhouse table', 'hand crafted farmhouse table', 'harvest table', 'kitchen furniture', 'kitchen table', 'Made in USA', 'Plank top Table', 'rustic', 'solid wood table', 'st. louis', 'sturdy table', 'table', 'traditional table', 'wood furniture', 'wood table']",https://st.hzcdn.com/fimgs/5701958805773a78_0750-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/9bf13c3e056f28b0_0809-w65-h65-b1-p0--.jpg
"Davi Accent Chair, Gray","['accent chair', 'green velvet accent chair', 'living room furniture', 'upholstered accent chair']",https://st.hzcdn.com/fimgs/24510d200cbf619c_0541-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/f0e11cce0cbf619d_0541-w65-h65-b1-p0--.jpg
Costway Recliner Chair Swivel Armchair Lounge Seat w/ Footrest Stool Home,[],https://st.hzcdn.com/fimgs/3091b7490e786922_2564-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/f651909a0e786923_2564-w65-h65-b1-p0--.jpg
"Ride Accent Chair, Gray","['accent chair', 'living room furniture', 'navy accent chair', 'upholstered accent chair', 'wood frame accent chair']",https://st.hzcdn.com/fimgs/bd412aeb0d556714_0531-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/6771ff910d556715_0531-w65-h65-b1-p0--.jpg
"GDF Studio Oliver Farmhouse Armchair, Green Checkerboard/Dark Brown",[],https://st.hzcdn.com/fimgs/16a17ef50f9068fe_2086-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/5201ffb10f9068ff_3657-w65-h65-b0-p0--.jpg
"Malcom Diamond Tufted Corner Chair, Linen Talc, Cream, Gold Legs",[],https://st.hzcdn.com/fimgs/8c9187ae0c813fb0_8461-w65-h65-b1-p0--.jpg,https://cf-images.us-east-1.prod.boltdns.net/v1/jit/4186268161001/4f09972e-a192-42e7-8ac7-9eaeb94cee14/main/300x300/34s826ms/match/image.jpg
Cube Table,"['eco friendly', 'hand carved', 'natural']",https://st.hzcdn.com/fimgs/8c7107200878ffc3_8176-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/7711654c07fe934b_8176-w65-h65-b0-p0--.jpg
"Shape Chair - Red, Oak, Artificial Leather",[],https://st.hzcdn.com/fimgs/80e102bc0dfc1f3e_4310-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/fbf1fe750dfc1f3f_4310-w65-h65-b1-p0--.jpg
YL Grand Jazouli Wood and Microfiber Barrel Accent Chair and Ottoman-Yellow,[],https://st.hzcdn.com/fimgs/6e7182540ec58275_7484-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/f3015f010ec58276_7484-w65-h65-b0-p0--.jpg
Loftworks End Table,"['accent chair', 'accent table', 'arm chair', 'bar table', 'bookcase', 'cabinet', 'chairside table', 'chest', 'cocktail table', 'dining table', 'dresser', 'end table', 'Fireplace', 'leaf table', 'Livingroom Mirror', 'loveseat', 'media cabinet', 'media console', 'media table', 'media unit', 'media wall', 'mirror', 'sofa table', 'stool', 'table', 'tv stand', 'wine rack']",https://st.hzcdn.com/fimgs/b56145bb095d4f01_9262-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/c7f1136909495b58_9262-w65-h65-b0-p0--.jpg
"Wassily Saddle Leather Chair, Black","['Marcel Breuer', 'wasily', 'wasily chair', 'wasily lounge', 'wassily chair']",https://st.hzcdn.com/fimgs/85115cee0c6ca094_1975-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/df7151a60c6ca096_1975-w65-h65-b1-p0--.jpg
"Atrium Bonded Leather Barcelona Chair, Taupe","['bedroom or dining room chair', 'chair and ottoman', 'contemporary design', 'living room seating', 'mid-century modern', 'Occasional Seating', 'office guest seating', 'transitional furniture']",https://st.hzcdn.com/fimgs/9cb191d3099f401f_8324-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/b4213f0b0c056880_8324-w65-h65-b0-p0--.jpg
Calion Accent Chair Gunmetal,"['accent chairs', 'arm chair', 'midcentury']",https://st.hzcdn.com/fimgs/4e5139200d1a3bee_4372-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/2bb13c520d1a3bf0_4372-w65-h65-b0-p0--.jpg
"Madison Park Maxwell Button Tufted Wing Chair, Gray",[],https://st.hzcdn.com/fimgs/d701616f0f3fe8c7_6501-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/e93120360f3fe8c9_7265-w65-h65-b0-p0--.jpg
"GDF Studio Kama Accent Armchair, Beige/Walnut",[],https://st.hzcdn.com/fimgs/c9c184920f906891_2305-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/63b1f8240f906893_3545-w65-h65-b0-p0--.jpg
"Safavieh Estelle Acrylic Accent Chair, Clear/Gray","['accent chairs', 'contemporary', 'modern']",https://st.hzcdn.com/fimgs/f3a1258d0c92a130_5340-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/6ba135720c92a135_5340-w65-h65-b1-p0--.jpg
"Leila Petite Tufted Fabric Chair and Ottoman Set, Beige, Dark Brown",[],https://st.hzcdn.com/fimgs/570104910f90802e_3011-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/1b9135200f908030_2974-w65-h65-b0-p0--.jpg
"Selena Accent Chair, Navy Velvet",['14003'],https://st.hzcdn.com/fimgs/0621fbb00b7b490b_8272-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/1761fe780b7b490c_7539-w65-h65-b0-p0--.jpg
"Noah Velvet Accent Chair, Green, Gold Base","['accent', 'armchair', 'base', 'chair', 'contemporary', 'fabric', 'metal', 'modern', 'plush', 'velvet']",https://st.hzcdn.com/fimgs/f2b18e390efca678_2221-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/334137810efca674_2221-w65-h65-b0-p0--.jpg
Conrad Mid Century Modern Faux Leather Club Chair With Wood Frame,[],https://st.hzcdn.com/fimgs/e761e3400f907689_1803-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/1b7104c60f90768a_3596-w65-h65-b0-p0--.jpg
"Naomi Velvet Chair, Gold and Chrome Leg Set, Gray","['14003', 'accent chair', 'chair', 'chairs', 'chrome', 'comfortable', 'contemporary', 'elegant', 'gold', 'gold and chrome', 'gold finish', 'modern', 'nice', 'Pretty', 'velvet']",https://st.hzcdn.com/fimgs/994150580b7b491d_9102-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/4c8168a10b7b491a_9102-w65-h65-b1-p0--.jpg
